FTHG,FTAG,PSCA,HTHG,HTAG,HS,AS,HST,B365H,B365D,B365A,VCCH,AvgCH,HTR_H,MaxCH,resultado_real
-0.5145414855359612,-1.0904409581353454,-0.0924356355124747,0.2901973477769528,-0.7569416114002396,-0.1133452733633142,-0.908784205022866,-0.4331166963786598,-0.579882465157577,-0.2360645000319292,0.130808046474896,-0.4696755420209634,-0.5099897961775728,True,-0.503728795268746,True
1.6380357383576014,1.335125270692545,-0.3853660976013336,2.5756894131705708,1.788525754370478,0.2211883489905454,-0.7173020880787635,0.305758026960917,-0.1167838688737209,-0.766191223766071,-0.4474798528841323,-0.195771557319449,-0.1673201353814999,True,-0.1339509145008425,True
-1.2320672268338155,-1.0904409581353454,0.8522083352546979,-0.8525486849198564,-0.7569416114002396,0.722988782521335,-1.6747126727992765,0.6751953886307055,-0.7101289453624116,0.2940622237022124,0.6448417347940324,-0.6914073391602846,-0.721224518586111,False,-0.698776468640827,False
0.9205099970597472,-1.0904409581353454,0.6137765637870223,0.2901973477769528,-0.7569416114002396,0.3884551601674753,0.8145548474740575,1.783507473640071,-0.7101289453624116,0.4707711316135931,0.5163333127142483,-0.6914073391602846,-0.725918623528523,True,-0.7069034550313303,True
-0.5145414855359612,-0.2819188818593819,-0.2627440437036717,-0.8525486849198564,-0.7569416114002396,-1.451479762778753,0.2401084966417496,-1.1719914197182368,-0.3965726041285506,-0.5894823158546905,-0.2547172197644562,-0.3696788491934264,-0.369166647905214,False,-0.385887492606447,False
1.6380357383576014,2.143647346968508,-0.6851088960178404,1.4329433804737617,1.788525754370478,0.3884551601674753,0.6230727305299548,1.4140701119702823,1.0264907907020488,-0.4481151895255858,-0.7096370339268919,0.804195370955921,0.8090536926401878,False,0.9184938230693444,False
0.202984255761893,-0.2819188818593819,0.1005805604375484,1.4329433804737617,0.5157920714851191,1.0575224048751948,0.2401084966417496,0.305758026960917,-0.5654106340237065,-0.4127734079433098,0.130808046474896,-0.5566291879579522,-0.5757072653713403,True,-0.5728081795880247,True
0.9205099970597472,-0.2819188818593819,-0.4580310184295777,1.4329433804737617,-0.7569416114002396,-1.2842129516018232,2.537893899970981,0.305758026960917,-0.2373824616559751,-0.5894823158546905,-0.434629010676154,-0.1740331458352019,-0.1720142403239117,True,-0.1867763260391144,True
0.9205099970597472,-0.2819188818593819,0.4820713947858299,0.2901973477769528,0.5157920714851191,0.3884551601674753,0.2401084966417496,0.6751953886307055,-0.7101289453624116,0.8241889474363543,0.5163333127142483,-0.674016609972887,-0.7024480988164632,False,-0.6784590026645685,True
0.202984255761893,1.335125270692545,-0.705545905000784,1.4329433804737617,0.5157920714851191,-0.447878895717174,2.9208581338591864,-0.0636793347088714,1.2676879762665572,-0.0028087415889068,-0.7559000658756142,0.9998410743141456,0.9217122112580745,True,0.8534779319453174,False
0.9205099970597472,-1.0904409581353454,0.511591518872304,0.2901973477769528,-0.7569416114002396,0.8902555936982649,-0.7173020880787635,0.6751953886307055,-0.7101289453624116,0.1173533157908319,0.9018585789536008,-0.6305397870043926,-0.6648952592771674,True,-0.6500145502978066,True
